uniq_id,cluster
6aaac02f-cfdb-5330-88e5-fd88a1857f51,0
1a77ce28-bd86-56a3-935a-f0fd986a2259,0
3474747b-b077-518d-8f7a-0e2a634aff9d,1
8f45da88-b796-55ec-b377-6e6c63727bdc,0
3d5de05a-beab-55fd-9aec-8b20c826f883,0
3837db36-2780-5641-bae8-3a4ac03f6bbd,2
9a754616-914c-54b3-8f54-eabfce76f561,0
53ea88fd-0092-59bd-928e-1a04313f390a,2
edc93e51-a469-577a-999a-83f7ab21c633,1
29de8377-5d46-5686-8ae0-82f4931ce04a,0
ef4c6071-b6f0-5cca-b7e2-3d21d05fc9ad,1
b0dfa07f-a9b7-58a0-8f29-83b74b5f9e42,1
c84ce9b7-6876-5cc0-98b2-5b32bc420b03,4
97fae8e4-f19a-544b-abe6-eaa97ef2f673,0
ac7f654b-6b81-592e-bdc4-acf530062733,2
0c29fc37-71cd-56c8-8fa5-bfa6486a48fc,2
3cbd8443-b3ae-5011-bf59-50f47479a1a7,4
7ef14903-e9c0-5008-8238-e5972591d993,0
30eb7c8c-21ae-5156-91fb-7d8b56eec7ac,0
f017c252-c086-5b08-8b44-ec475a2cb217,4
2e0ca423-c302-5652-b1ce-02c28d084084,1
8efa6752-eda3-5b70-9be3-4e5545a21d40,0
afbb64d6-9fb5-54d9-bc5c-85ac03a32cc3,0
93187a9c-2f39-5187-8939-d37f0e5d8c83,3
76218b45-aa73-5dc9-9aef-67a768fcd3cb,4
907e1224-a99e-552b-ab01-b2e2351f95e3,1
b1b17f81-4429-5a92-83b2-28acea622500,2
b0d2c5ca-144e-56df-b0c1-971a334a0d5e,0
32c52da9-8bbd-5631-a33d-baa27afad141,2
d7288ecb-c3b7-561b-8bcb-a8c9e6d8ffbe,0
a10176fb-74af-5428-9aaf-2787aa4d66d2,0
e5596d53-58a9-528c-af7f-9ae10b5ceba2,2
894ea72c-df59-5240-95da-9a65d87c74b0,0
df7010de-4311-576e-a665-1a2cf556e4f4,0
b71b66f7-4703-50dc-84dd-daeda81e9c37,4
510a547f-be34-5942-b8c2-53c4ffa833d8,3
c88138fb-5c2c-5f19-939a-a18c479ce897,4
bf6f9611-cb3a-5f3e-9754-81d08e92a071,2
8da75933-cc9d-5eb9-bc3d-0d9f38f59e72,0
d0ec7b35-f0f8-5b5c-8948-d6f98601c03b,4
78713869-e5de-5ff9-91c5-8d4933be740c,2
af8b3e99-045c-5075-9335-ac6257cbf2db,4
ee91361a-5882-5bd8-9d08-0da8c1863bd8,0
0db5b842-14ad-5c09-a607-f138120e1e78,2
6259d40c-b254-5fac-aacc-f0c7b0caad7f,4
d3b681ac-6195-5c9b-8125-98b6425829f4,4
07e5e60e-953d-5512-aab8-cf83193de252,0
cb66eee5-7113-5568-9713-9e08e2b48a26,1
0a3805a8-8249-55e1-a9de-ccf6c602f167,0
ca0aa529-6ef0-56d0-81a7-042becdefd4d,4
